strain	gisaid_epi_isl	genbank_accession	date	region	iso	country	division	location	region_exposure	country_exposure	division_exposure	length	host	originating_lab	submitting_lab	authors	url	update
USA/WA-UW-2149/2020	EPI_ISL_426101	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29857	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2164/2020	EPI_ISL_426102	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29817	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2169/2020	EPI_ISL_426103	?	2020-03-23	North America	USA	USA-West	Washington	?	North America	USA	Washington	29656	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2192/2020	EPI_ISL_426109	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29833	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2218/2020	EPI_ISL_426117	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29882	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2230/2020	EPI_ISL_426120	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29850	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2234/2020	EPI_ISL_426122	?	2020-03-24	North America	USA	USA-West	Washington	?	North America	USA	Washington	29869	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW-2245/2020	EPI_ISL_426128	?	2020-03-25	North America	USA	USA-West	Washington	?	North America	USA	Washington	29859	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW117/2020	EPI_ISL_416655	?	2020-03-11	North America	USA	USA-West	Washington	?	North America	USA	Washington	29857	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW136/2020	EPI_ISL_416674	?	2020-03-11	North America	USA	USA-West	Washington	?	North America	USA	Washington	29835	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW138/2020	EPI_ISL_416676	?	2020-03-11	North America	USA	USA-West	Washington	?	North America	USA	Washington	29811	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW161/2020	EPI_ISL_416699	?	2020-03-13	North America	USA	USA-West	Washington	?	North America	USA	Washington	29771	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW169/2020	EPI_ISL_416707	?	2020-03-14	North America	USA	USA-West	Washington	?	North America	USA	Washington	29777	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW23/2020	EPI_ISL_414592	?	2020-03-06	North America	USA	USA-West	Washington	Pierce County	North America	USA	Washington	29870	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW234/2020	EPI_ISL_417448	?	2020-03-14	North America	USA	USA-West	Washington	?	North America	USA	Washington	29829	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW236/2020	EPI_ISL_417450	?	2020-03-14	North America	USA	USA-West	Washington	?	North America	USA	Washington	29861	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW253/2020	EPI_ISL_418038	?	2020-03-15	North America	USA	USA-West	Washington	?	North America	USA	Washington	29826	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW26/2020	EPI_ISL_414595	?	2020-03-05	North America	USA	USA-West	Washington	King County	North America	USA	Washington	29898	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW293/2020	EPI_ISL_418078	?	2020-03-15	North America	USA	USA-West	Washington	?	North America	USA	Washington	29326	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW294/2020	EPI_ISL_418079	?	2020-03-15	North America	USA	USA-West	Washington	?	North America	USA	Washington	29503	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW34/2020	EPI_ISL_414621	?	2020-03-07	North America	USA	USA-West	Washington	?	North America	USA	Washington	29697	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW343/2020	EPI_ISL_418910	?	2020-03-16	North America	USA	USA-West	Washington	?	North America	USA	Washington	29829	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW35/2020	EPI_ISL_414622	?	2020-03-08	North America	USA	USA-West	Washington	Seattle	North America	USA	Washington	29727	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW359/2020	EPI_ISL_418926	?	2020-03-14	North America	USA	USA-West	Washington	?	North America	USA	Washington	29863	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW369/2020	EPI_ISL_418936	?	2020-03-17	North America	USA	USA-West	Washington	?	North America	USA	Washington	29828	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WA-UW51/2020	EPI_ISL_415616	?	2020-03-08	North America	USA	USA-West	Washington	?	North America	USA	Washington	29657	Human	UW Virology Lab	UW Virology Lab	Roychoudhury et al	https://www.gisaid.org	?
USA/WI-03/2020	EPI_ISL_416523	?	2020-03-14	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29870	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Katarina Braun and Gage Moreno et al	https://www.gisaid.org	?
USA/WI-05/2020	EPI_ISL_416492	?	2020-03-15	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29855	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Katarina Braun and Gage Moreno et al	https://www.gisaid.org	?
USA/WI-09/2020	EPI_ISL_417203	?	2020-03-21	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29843	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Katarina Braun and Gage Moreno et al	https://www.gisaid.org	?
USA/WI-10/2020	EPI_ISL_417204	?	2020-03-21	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29841	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Katarina Braun and Gage Moreno et al	https://www.gisaid.org	?
USA/WI-102/2020	EPI_ISL_425159	?	2020-03-30	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-11/2020	EPI_ISL_417505	?	2020-03-15	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-113/2020	EPI_ISL_425170	?	2020-03-31	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-12/2020	EPI_ISL_417506	?	2020-03-16	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-15/2020	EPI_ISL_417504	?	2020-03-16	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29782	Human	University of Wisconsin - Madison AIDS Vaccine Research Laboratories	University of Wisconsin - Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-24/2020	EPI_ISL_417512	?	2020-03-15	North America	USA	USA-Midwest	Wisconsin	Dane County	North America	USA	Wisconsin	29782	Human	AIDS Vaccine Research Laboratories	AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-30/2020	EPI_ISL_421288	?	2020-03-26	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-31/2020	EPI_ISL_421289	?	2020-03-25	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-42/2020	EPI_ISL_421300	?	2020-03-18	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-43/2020	EPI_ISL_421301	?	2020-03-19	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-52/2020	EPI_ISL_421310	?	2020-03-18	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-59/2020	EPI_ISL_421317	?	2020-03-24	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-62/2020	EPI_ISL_421320	?	2020-03-25	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-63/2020	EPI_ISL_421321	?	2020-03-24	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-68/2020	EPI_ISL_421326	?	2020-03-24	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-75/2020	EPI_ISL_421333	?	2020-03-26	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-84/2020	EPI_ISL_421343	?	2020-03-24	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-87/2020	EPI_ISL_425144	?	2020-04-02	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-93/2020	EPI_ISL_425150	?	2020-04-04	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-94/2020	EPI_ISL_425151	?	2020-03-30	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WI-98/2020	EPI_ISL_425155	?	2020-03-31	North America	USA	USA-Midwest	Wisconsin	?	North America	USA	Wisconsin	29782	Human	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Moreno et al	https://www.gisaid.org	?
USA/WY-WYPHL014/2020	EPI_ISL_421550	?	2020-03-16	North America	USA	USA-West	Wyoming	?	North America	USA	Wyoming	29903	Human	Wyoming Public Health Laboratory	Center for Global Health, University of New Mexico Health Sciences Center	Domman et al	https://www.gisaid.org	?
USA/WY-WYPHL018/2020	EPI_ISL_421552	?	2020-03-19	North America	USA	USA-West	Wyoming	?	North America	USA	Wyoming	29903	Human	Wyoming Public Health Laboratory	Center for Global Health, University of New Mexico Health Sciences Center	Domman et al	https://www.gisaid.org	?
Vietnam/19-01S/2020	EPI_ISL_418269	?	2020-01-22	Southeastern Asia	VNM	Vietnam	Ho Chi Minh City	?	Asia	Vietnam	Ho Chi Minh City	29891	Human	unknown	Microbiology and Immunology department	Cao et al	https://www.gisaid.org	?
Vietnam/19-02S/2020	EPI_ISL_418267	?	2020-01-22	Southeastern Asia	VNM	Vietnam	Ho Chi Minh City	?	Asia	Vietnam	Ho Chi Minh City	29890	Human	unknown	Microbiology and Immunology department	Nguyen et al	https://www.gisaid.org	?
Wales/PHWC-26B7C/2020	EPI_ISL_422253	?	2020-03-28	Northern Europe	GBR	United Kingdom	Wales	?	Europe	United Kingdom	Wales	29865	Human	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Moore et al	https://www.gisaid.org	?
Wuhan/HBCDC-HB-01/2019	EPI_ISL_402132	?	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29848	Human	Wuhan Jinyintan Hospital	Hubei Provincial Center for Disease Control and Prevention	Fang et al	https://www.gisaid.org	?
Wuhan/HBCDC-HB-02/2019	EPI_ISL_412898	?	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29848	Human	Wuhan Jinyintan Hospital	Hubei Provincial Center for Disease Control and Prevention	Fang et al	https://www.gisaid.org	?
Wuhan/HBCDC-HB-02/2020	EPI_ISL_412978	?	2020-01-17	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29846	Human	The Central Hospital Of Wuhan	Hubei Provincial Center for Disease Control and Prevention	Fang et al	https://www.gisaid.org	?
Wuhan/HBCDC-HB-03/2020	EPI_ISL_412979	?	2020-01-18	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29848	Human	Union Hospital of Tongji Medical College, Huazhong University of Science and Technology	Hubei Provincial Center for Disease Control and Prevention	Fang et al	https://www.gisaid.org	?
Wuhan/HBCDC-HB-04/2020	EPI_ISL_412980	?	2020-01-18	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29845	Human	Union Hospital of Tongji Medical College, Huazhong University of Science and Technology	Hubei Provincial Center for Disease Control and Prevention	Fang et al	https://www.gisaid.org	?
Wuhan/IPBCAMS-WH-03/2019	EPI_ISL_403930	MT019531	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29899	Human	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Ren et al	https://www.gisaid.org	?
Wuhan/IVDC-HB-04/2020	EPI_ISL_402120	?	2020-01-01	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29896	Human	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control and Prevention, China CDC	Tan et al	https://www.gisaid.org	?
Wuhan/IVDC-HB-05/2019	EPI_ISL_402121	?	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29891	Human	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control and Prevention, China CDC	Tan et al	https://www.gisaid.org	?
Wuhan/IVDC-HB-envF13-20/2020	EPI_ISL_408514	?	2020-01-01	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29891	Environment	Institute of Viral Disease Control and Prevention, China CDC	Institute of Viral Disease Control and Prevention, China CDC	Liu et al	https://www.gisaid.org	?
Wuhan/WH01/2019	EPI_ISL_406798	LR757998	2019-12-26	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29866	Human	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Chen et al	https://www.gisaid.org	?
Wuhan/WH04/2020	EPI_ISL_406801	LR757995	2020-01-05	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29872	Human	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Chen et al	https://www.gisaid.org	?
Wuhan/WIV02/2019	EPI_ISL_402127	MN996527	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29825	Human	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al	https://www.gisaid.org	?
Wuhan/WIV05/2019	EPI_ISL_402128	MN996529	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29852	Human	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al	https://www.gisaid.org	?
Wuhan/WIV07/2019	EPI_ISL_402130	MN996531	2019-12-30	Eastern Asia	CHN	China	Hubei	Wuhan	Asia	China	Hubei	29857	Human	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al	https://www.gisaid.org	?
Yunnan/IVDC-YN-003/2020	EPI_ISL_408480	MT049951	2020-01-17	Eastern Asia	CHN	China	Yunnan	Kunming	Asia	China	Yunnan	29891	Human	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Tan et al	https://www.gisaid.org	?
Zhejiang/WZ-01/2020	EPI_ISL_404227	?	2020-01-16	Eastern Asia	CHN	China	Zhejiang	Hangzhou	Asia	China	Zhejiang	29839	Human	Zhejiang Provincial Center for Disease Control and Prevention	Department of Microbiology, Zhejiang Provincial Center for Disease Control and Prevention	Chen et al	https://www.gisaid.org	?
USA/CT-Yale-001/2020	?	?	2020-03-06	North America	USA	USA-Northeast	Connecticut	Wilton	?	?	?	29903	Human	DPH	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-002/2020	?	?	2020-03-10	North America	USA	USA-Northeast	Connecticut	Stratford	?	?	?	29903	Human	DPH	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-003/2020	?	?	2020-03-08	North America	USA	USA-Northeast	Connecticut	Bethlehem	?	?	?	29903	Human	DPH	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-005/2020	?	?	2020-03-09	North America	USA	USA-Northeast	Connecticut	New Canaan	?	?	?	29903	Human	DPH	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-006/2020	?	?	2020-03-13	North America	USA	USA-Northeast	Connecticut	Beacon Falls	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-007/2020	?	?	2020-03-13	North America	USA	USA-Northeast	Connecticut	Litchfield	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-008/2020	?	?	2020-03-13	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-009/2020	?	?	2020-03-13	North America	USA	USA-Northeast	Connecticut	Berlin	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-010/2020	?	?	2020-03-14	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update00
USA/CT-Yale-012/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Woodbridge	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-013/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Deep River	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-014/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-016/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Branford	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-017/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Orange	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-018/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-020/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Clinton	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-021/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	East Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-023/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	Greenwich	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-024/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	Weston	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-027/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Hamden	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-028/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	Easton	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-029/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	Greenwich	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-031/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-034/2020	?	?	2020-03-15	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-035/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	Cheshire	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-036/2020	?	?	2020-03-16	North America	USA	USA-Northeast	Connecticut	New Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-037/2020	?	?	2020-03-16	North America	USA	USA-Northeast	Connecticut	West Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-039/2020	?	?	2020-03-17	North America	USA	USA-Northeast	Connecticut	West Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-040/2020	?	?	2020-03-13	North America	USA	USA-Northeast	Connecticut	Beacon Falls	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-043/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Monroe	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/CT-Yale-044/2020	?	?	2020-03-23	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-045/2020	?	?	2020-03-23	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-046/2020	?	?	2020-03-24	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-047/2020	?	?	2020-03-24	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-048/2020	?	?	2020-03-25	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-050/2020	?	?	2020-03-26	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/NY-Yale-022/2020	?	?	2020-03-18	North America	USA	USA-Northeast	New York	Larchmont	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
